rental_date,rental_time,place_code,place_name,rental_category,gender,age,count,exercise,carbon,travel_distance,travel_time
2024-01-03,23,228,선유도역 3번출구 앞,정기,M,30대,1,27.59,0.24,1040,4
2024-01-03,23,235,신길동 우리은행 옆,정기,M,30대,1,30.89,0.28,1200,6
2024-01-03,23,240,문래역 4번출구 앞,정기,M,30대,1,0,0,0,4
2024-01-03,23,255,도림4거리,정기,M,30대,1,70.79,0.64,2750,15
2024-01-03,23,194,증산교 앞,정기,M,30대,1,23.43,0.23,970,4
2024-01-03,23,102,망원역 1번출구 앞,정기,M,30대,1,46.04,0.35,1510,16
2024-01-03,23,823,효창동주민센터 앞,정기,M,30대,1,42.17,0.33,1420,8
2024-01-03,23,223,진주아파트상가 앞,정기,M,30대,1,132.13,0.93,4020,24
2024-01-03,23,511,서울숲역 4번 출구 옆,정기,M,40대,1,71.6,0.52,2260,9
2024-01-03,23,516,광진메디칼 앞,정기,M,40대,1,128.9,1.08,4650,30
2024-01-03,23,329,청계2가 사거리 옆,정기,M,40대,1,15.71,0.14,620,4
2024-01-03,23,159,이대역 4번 출구,정기,M,40대,1,56.37,0.51,2190,17
2024-01-03,23,617,청솔우성아파트 앞,정기,M,40대,1,0,0,0,6
2024-01-03,23,259,대방역6번출구,정기,M,40대,1,37.7,0.26,1120,4
2024-01-03,23,578,성동세무서 부근,정기,M,40대,1,17.19,0.14,620,2
2024-01-03,23,622,전농사거리 교통섬,정기,M,40대,1,21.11,0.19,820,5
2024-01-03,23,642,신답역 사거리,정기,M,40대,1,30.16,0.26,1120,4
2024-01-03,23,201,진미파라곤 앞,정기,M,40대,1,74.29,0.65,2800,12
2024-01-03,23,931,역촌파출소,정기,M,40대,1,29.38,0.25,1060,6
2024-01-03,23,212,여의도역 1번출구 옆,정기,M,40대,1,37.59,0.26,1130,6
2024-01-03,23,224,롯데캐슬 앞,정기,M,40대,1,21.65,0.16,710,3
2024-01-03,23,508,성수아카데미타워 앞,정기,M,50대,1,25.28,0.19,840,3
2024-01-03,23,224,롯데캐슬 앞,정기,M,50대,1,24.57,0.17,730,5
2024-01-03,23,922,연신내역 4번출구,일일(회원),F,~10대,1,120.66,1.29,5540,40
2024-01-03,23,512,뚝섬역 1번 출구 옆,일일(회원),F,20대,3,215.92,2.41,10390,103
2024-01-03,23,152,마포구민체육센터 앞,일일(회원),F,20대,1,140.77,2.01,8670,40
2024-01-03,23,914,새절역 2번출구,일일(회원),F,20대,1,228.69,2.44,10500,52
2024-01-03,23,922,연신내역 4번출구,일일(회원),F,20대,2,415.77,2.59,11170,80
2024-01-03,23,328,탑골공원 앞,일일(회원),M,20대,1,31.47,0.32,1370,6
2024-01-03,23,602,장안동 사거리,일일(회원),M,20대,1,63.04,0.46,1990,9
2024-01-03,23,811,녹사평역1번출구,일일(회원),M,20대,1,193.05,1.51,6500,41
2024-01-03,23,416,상암월드컵파크 1단지 교차로,일일(회원),M,20대,1,224.33,1.19,5150,24
2024-01-03,23,612,시립동부병원 앞 사거리,일일(회원),M,30대,1,62.81,0.57,2440,14
2024-01-04,00,116,일진아이윌아파트 옆,정기,F,20대,1,64.61,0.58,2510,10
2024-01-04,00,341,혜화역 3번출구 뒤,정기,F,20대,1,29.6,0.27,1150,7
2024-01-04,00,529,장한평역 8번 출구 앞,정기,F,20대,1,36.29,0.37,1580,6
2024-01-04,00,128,신촌역(2호선) 1번출구 옆,정기,F,20대,1,29.46,0.29,1240,6
2024-01-04,00,140,이화여대 후문,정기,F,20대,1,20.78,0.23,990,6
2024-01-04,00,817,삼각지역 4번출구 앞,정기,F,20대,1,69.48,0.66,2830,19
2024-01-04,00,818,숙명여대 입구 교차로,정기,F,20대,1,14.06,0.16,710,50
2024-01-04,00,912,응암오거리,정기,F,20대,1,71.42,0.77,3340,30
2024-01-04,00,412,DMC산학협력연구센터 앞,정기,F,20대,1,65.34,0.51,2200,12
2024-01-04,00,502,뚝섬유원지역 1번출구 앞,정기,F,20대,2,63.43,0.63,2740,15
2024-01-04,00,516,광진메디칼 앞,정기,F,30대,1,22.81,0.3,1280,8
2024-01-04,00,341,혜화역 3번출구 뒤,정기,F,30대,1,15.25,0.13,550,3
2024-01-04,00,168,남가좌동 사거리,정기,F,30대,1,12.83,0.13,540,3
2024-01-04,00,177,북가좌 초등학교,정기,F,30대,1,133.08,1.2,5170,45
2024-01-04,00,113,홍대입구역 2번출구 앞,정기,F,40대,1,42.21,0.38,1640,6
2024-01-04,00,616,서울시립대 앞,정기,F,40대,1,17.5,0.16,680,3
2024-01-04,00,913,이마트 은평점,정기,F,40대,2,80.07,0.79,3370,16
2024-01-04,00,207,여의나루역 1번출구 앞,정기,F,40대,1,18.53,0.18,780,3
2024-01-04,00,505,자양사거리 광진아크로텔 앞,정기,M,20대,1,33.58,0.25,1060,4
2024-01-04,00,302,경복궁역 4번출구 뒤,정기,M,20대,2,102.03,0.95,4100,26
2024-01-04,00,306,광화문역 7번출구 앞,정기,M,20대,1,274.35,2.01,8660,42
2024-01-04,00,342,대학로 마로니에공원,정기,M,20대,2,193.36,1.53,6610,28
2024-01-04,00,112,극동방송국 앞,정기,M,20대,1,67.67,0.45,1920,12
2024-01-04,00,347,동대문역사문화공원역 9번출구 앞,정기,M,20대,1,23.17,0.15,650,4
2024-01-04,00,144,공덕역 8번출구,정기,M,20대,1,17.76,0.16,690,4
2024-01-04,00,522,금호역 1번출구 앞,정기,M,20대,1,12.55,0.1,440,1
2024-01-04,00,525,한양대병원사거리,정기,M,20대,1,105.34,0.81,3500,16
2024-01-04,00,526,용답토속공원 앞,정기,M,20대,1,30.1,0.18,760,3
2024-01-04,00,125,서강대 남문 옆,정기,M,20대,1,31.84,0.31,1340,4
2024-01-04,00,610,동대문중 교차로,정기,M,20대,1,15.72,0.15,630,2
2024-01-04,00,247,당산역 10번출구 앞,정기,M,20대,1,14.72,0.14,590,2
2024-01-04,00,128,신촌역(2호선) 1번출구 옆,정기,M,20대,3,124.82,1.16,5020,28
2024-01-04,00,252,보라매역4번출구,정기,M,20대,1,391.18,2.73,11760,50
2024-01-04,00,253,신풍역 5번출구 인근,정기,M,20대,1,33.72,0.3,1310,7
2024-01-04,00,259,대방역6번출구,정기,M,20대,1,276.67,2.57,11090,54
2024-01-04,00,129,신촌역(2호선) 6번출구 옆,정기,M,20대,1,67.44,0.61,2620,10
2024-01-04,00,704,남부법원검찰청 교차로,정기,M,20대,1,215.82,1.26,5450,34
2024-01-04,00,802,한강진역 2번 출구 앞,정기,M,20대,1,51.96,0.38,1640,6
2024-01-04,00,579,마장역 4번출구,정기,M,20대,1,11.84,0.11,460,1
2024-01-04,00,571,어린이대공원역6번출구,정기,M,20대,1,76.26,0.91,3930,14
2024-01-04,00,622,전농사거리 교통섬,정기,M,20대,1,40.39,0.32,1360,8
2024-01-04,00,102,망원역 1번출구 앞,정기,M,20대,1,39.64,0.21,910,9
2024-01-04,00,634,외국어대 정문 앞,정기,M,20대,1,48.41,0.38,1630,7
2024-01-04,00,266,영등포청과시장 사거리,정기,M,20대,1,36.35,0.32,1370,9
2024-01-04,00,587,KEB하나은행 성수중앙지점,정기,M,20대,1,30.89,0.28,1200,7
2024-01-04,00,418,월드컵경기장역 3번출구 옆,정기,M,20대,1,26.56,0.2,860,4
2024-01-04,00,415,DMC역 9번출구 앞,정기,M,20대,1,148.22,0.91,3940,20
2024-01-04,00,500,어린이대공원역 3번출구 앞,정기,M,20대,1,29.78,0.24,1030,3
2024-01-04,00,502,뚝섬유원지역 1번출구 앞,정기,M,20대,2,77.87,0.58,2520,15
2024-01-04,00,110,사천교,정기,M,30대,1,45.14,0.35,1520,7
2024-01-04,00,335,종로3가역 15번출구 앞,정기,M,30대,1,44.35,0.37,1600,39
2024-01-04,00,355,서울사대부속초교 앞,정기,M,30대,1,28.94,0.27,1160,5
2024-01-04,00,368,SK 서린빌딩 앞,정기,M,30대,1,29.94,0.24,1050,5
2024-01-04,00,378,청계7가 사거리,정기,M,30대,2,89.49,0.68,2930,53
2024-01-04,00,148,용강동 주민센터 앞,정기,M,30대,1,110.75,0.82,3540,21
2024-01-04,00,165,중앙근린공원,정기,M,30대,1,32.43,0.24,1050,4
2024-01-04,00,168,남가좌동 사거리,정기,M,30대,1,18.18,0.13,540,3
2024-01-04,00,608,전농삼성아파트,정기,M,30대,1,42.07,0.3,1280,55
2024-01-04,00,126,서강대 후문 옆,정기,M,30대,2,107.81,0.9,3870,19
2024-01-04,00,183,하늘채코오롱아파트 건너편,정기,M,30대,1,252.69,1.64,7090,37
2024-01-04,00,196,연희교차로 인근,정기,M,30대,1,26.43,0.21,890,6
2024-01-04,00,559,왕십리역 4번 출구 건너편,정기,M,30대,1,28.72,0.17,740,5
2024-01-04,00,911,은평평화공원(역촌역4번출구),정기,M,30대,1,32.79,0.17,720,3
2024-01-04,00,914,새절역 2번출구,정기,M,30대,1,125.24,0.64,2750,14
2024-01-04,00,104,합정역 1번출구 앞,정기,M,30대,1,35.54,0.31,1320,4
2024-01-04,00,409,누리꿈스퀘어 옆,정기,M,30대,1,15.47,0.15,630,4
2024-01-04,00,502,뚝섬유원지역 1번출구 앞,정기,M,30대,1,25.92,0.18,770,3
2024-01-04,00,311,서울광장 옆,정기,M,40대,1,73.81,0.54,2330,14
2024-01-04,00,356,KT혜화지사 앞,정기,M,40대,1,17.42,0.12,500,1
2024-01-04,00,378,청계7가 사거리,정기,M,40대,1,55.76,0.41,1760,7
2024-01-04,00,150,서강대역 2번출구 앞,정기,M,40대,1,25.74,0.23,1000,6
2024-01-04,00,102,망원역 1번출구 앞,정기,M,40대,1,33.68,0.31,1350,8
2024-01-04,00,924,메뚜기다리,정기,M,40대,1,27.44,0.23,990,4
2024-01-04,00,218,증권거래소 앞,정기,M,40대,1,128.98,0.98,4230,25
2024-01-04,00,221,여의도초교 앞,정기,M,40대,1,37.84,0.34,1470,18
2024-01-04,00,106,합정역 7번출구 앞,정기,M,40대,1,3.6,0.03,140,2
2024-01-04,00,302,경복궁역 4번출구 뒤,정기,M,50대,1,37.07,0.3,1300,5
2024-01-04,00,311,서울광장 옆,정기,M,50대,1,8.91,0.07,300,2
2024-01-04,00,259,대방역6번출구,정기,M,50대,1,82.16,0.63,2730,19
2024-01-04,00,551,구의삼성쉐르빌 앞,정기,M,50대,1,21.03,0.14,590,4
2024-01-04,00,553,중곡 성원APT 앞,정기,M,50대,1,28.51,0.22,960,5
2024-01-04,00,153,성산2교 사거리,일일(회원),F,20대,1,154.18,1.67,7210,32
2024-01-04,00,535,응봉삼거리,일일(회원),F,20대,2,299.97,3.35,14430,85
2024-01-04,00,553,중곡 성원APT 앞,일일(회원),F,30대,1,304.76,2.75,11840,88
2024-01-04,00,302,경복궁역 4번출구 뒤,일일(회원),M,20대,1,27.1,0.27,1180,5
2024-01-04,00,347,동대문역사문화공원역 9번출구 앞,일일(회원),M,20대,1,65.53,0.57,2470,13
2024-01-04,00,372,약수역 3번출구 뒤,일일(회원),M,20대,1,0,0,0,5
2024-01-04,00,815,LIG강촌아파트 103동앞,일일(회원),M,20대,1,71.76,0.7,3020,57
2024-01-04,00,579,마장역 4번출구,일일(회원),M,20대,1,52.27,0.46,1970,11
2024-01-04,00,823,효창동주민센터 앞,일일(회원),M,20대,2,202.62,1.7,7310,54
2024-01-04,00,522,금호역 1번출구 앞,일일(회원),M,30대,1,42.69,0.32,1400,8
2024-01-04,00,553,중곡 성원APT 앞,일일(회원),M,30대,1,322.63,2.82,12160,88
2024-01-04,00,415,DMC역 9번출구 앞,일일(회원),M,30대,1,303.61,2.17,9350,44
2024-01-04,00,707,신정3동주민센터,일일(회원),M,40대,1,61.62,0.57,2470,15
2024-01-04,00,130,신촌역(2호선) 7번출구 앞,일일(회원),M,40대,1,72.14,0.59,2530,14
2024-01-04,00,914,새절역 2번출구,일일(2시간권),M,20대,1,46.65,0.29,1240,5
2024-01-04,01,630,동대문구 보건소,정기,F,20대,1,28.68,0.33,1420,10
2024-01-04,01,111,상수역 2번출구 앞,정기,F,30대,1,77.62,0.81,3500,22
2024-01-04,01,185,마포 신수공원 앞,정기,F,30대,1,6.84,0.08,360,3
2024-01-04,01,321,KEB 하나은행 본점 앞,정기,F,50대,1,37.56,0.43,1860,8
2024-01-04,01,602,장안동 사거리,정기,F,50대,1,102.01,0.85,3680,24
2024-01-04,01,819,선린인터넷 고등학교,정기,F,60대,1,40.77,0.33,1430,7
2024-01-04,01,108,서교동 사거리,정기,M,20대,1,193.82,1.75,7530,30
2024-01-04,01,115,사루비아 빌딩 앞,정기,M,20대,1,54.64,0.44,1890,6
2024-01-04,01,358,성대입구 사거리,정기,M,20대,2,99.03,0.86,3690,12
2024-01-04,01,114,홍대입구역 8번출구 앞,정기,M,20대,2,84.69,0.83,3580,22
2024-01-04,01,143,공덕역 2번출구,정기,M,20대,1,32.41,0.29,1240,6
2024-01-04,01,126,서강대 후문 옆,정기,M,20대,1,11.98,0.11,480,1
2024-01-04,01,708,서울출입국관리사무소 앞,정기,M,20대,1,78.41,0.51,2200,7
2024-01-04,01,130,신촌역(2호선) 7번출구 앞,정기,M,20대,1,37.58,0.34,1460,8
2024-01-04,01,132,창천문화공원,정기,M,20대,1,50.85,0.5,2140,14
2024-01-04,01,568,청계8가사거리 부근,정기,M,20대,1,116.34,1.05,4520,16
2024-01-04,01,138,신촌동 제1공영주차장 앞,정기,M,20대,1,50.49,0.48,2090,30
2024-01-04,01,638,서울시립대 정보기술관,정기,M,20대,1,23.78,0.15,660,3
2024-01-04,01,268,그랜드컨벤션센터 앞,정기,M,20대,1,74.69,0.53,2300,23
2024-01-04,01,818,숙명여대 입구 교차로,정기,M,20대,1,71.66,0.54,2320,6
2024-01-04,01,210,IFC몰,정기,M,20대,1,94.44,0.63,2710,29
2024-01-04,01,500,어린이대공원역 3번출구 앞,정기,M,20대,1,26.18,0.26,1140,4
2024-01-04,01,346,맥스타일 앞,정기,M,30대,1,33.15,0.31,1350,9
2024-01-04,01,358,성대입구 사거리,정기,M,30대,2,71.6,0.67,2870,11
2024-01-04,01,162,봉원고가차도 밑,정기,M,30대,1,210.3,1.9,8170,32
2024-01-04,01,242,신길선원가와인아파트 앞,정기,M,30대,1,53.89,0.5,2160,12
2024-01-04,01,906,연신내역 5번출구150M 아래,정기,M,30대,1,22.97,0.13,580,7
2024-01-04,01,916,평생학습관 앞,정기,M,30대,1,25.79,0.2,880,25
2024-01-04,01,103,망원역 2번출구 앞,정기,M,30대,1,48.8,0.37,1580,8
2024-01-04,01,210,IFC몰,정기,M,30대,1,27.8,0.27,1170,3
2024-01-04,01,225,앙카라공원 앞,정기,M,30대,1,45.05,0.41,1750,18
2024-01-04,01,505,자양사거리 광진아크로텔 앞,정기,M,40대,1,85.46,0.77,3320,16
2024-01-04,01,345,서울보증보험본사 앞,정기,M,40대,1,55.76,0.37,1600,7
2024-01-04,01,119,서강나루 공원,정기,M,40대,1,17.3,0.13,560,2
2024-01-04,01,128,신촌역(2호선) 1번출구 옆,정기,M,40대,1,46.9,0.44,1880,13
2024-01-04,01,633,청량리 기업은행 앞,정기,M,40대,1,63.95,0.44,1900,8
2024-01-04,01,204,국회의사당역 5번출구 옆,정기,M,40대,1,74.73,0.59,2550,11
2024-01-04,01,226,샛강역 1번출구 앞,정기,M,40대,1,127.23,1.06,4590,19
2024-01-04,01,412,DMC산학협력연구센터 앞,정기,M,40대,1,76.32,0.51,2190,11
2024-01-04,01,708,서울출입국관리사무소 앞,정기,M,50대,1,25.78,0.22,930,4
2024-01-04,01,138,신촌동 제1공영주차장 앞,정기,M,50대,1,48.12,0.45,1960,10
2024-01-04,01,917,녹번역 4번출구,정기,M,50대,1,23.97,0.21,890,6
2024-01-04,01,322,명동성당 앞,일일(회원),F,20대,1,54.55,0.76,3280,30
2024-01-04,01,223,진주아파트상가 앞,일일(회원),F,20대,1,57.11,0.59,2530,11
2024-01-04,01,322,명동성당 앞,일일(회원),F,30대,1,84.68,0.76,3290,43
2024-01-04,01,411,DMC홍보관,일일(회원),F,40대,1,58.43,0.53,2270,11
2024-01-04,01,112,극동방송국 앞,일일(회원),M,20대,1,27.72,0.29,1250,6
2024-01-04,01,361,동묘앞역 1번출구 뒤,일일(회원),M,20대,1,104.25,0.94,4050,27
2024-01-04,01,371,동대입구역 6번출구 뒤,일일(회원),M,20대,1,103.95,0.81,3500,20
2024-01-04,01,537,한양대후문역 부근,일일(회원),M,20대,1,320.77,2.8,12090,38
2024-01-04,01,609,제기2교,일일(회원),M,20대,1,74.13,0.67,2880,16
2024-01-04,01,268,그랜드컨벤션센터 앞,일일(회원),M,20대,1,144.25,1.16,4990,60
2024-01-04,01,917,녹번역 4번출구,일일(회원),M,20대,1,504.6,3.94,16990,6
2024-01-04,01,117,홍은사거리,일일(회원),M,30대,1,115.7,0.82,3520,16
2024-01-04,01,234,영등포구민체육센터 앞,일일(회원),M,40대,1,401.66,3.41,14700,62
2024-01-04,01,361,동묘앞역 1번출구 뒤,일일(비회원),F,20대,1,19.05,0.17,740,5
2024-01-04,01,707,신정3동주민센터,단체,M,20대,2,118.41,1.07,4600,36
2024-01-04,02,108,서교동 사거리,정기,F,20대,1,105.29,0.91,3910,23
2024-01-04,02,383,신당역 12번 출구 뒤,정기,F,20대,1,0,0,0,10
2024-01-04,02,521,왕십리역 11번 출구 앞,정기,F,20대,1,72.1,0.83,3570,22
2024-01-04,02,129,신촌역(2호선) 6번출구 옆,정기,F,20대,1,27.8,0.25,1080,6
2024-01-04,02,191,정명학원,정기,F,20대,1,26.85,0.26,1130,7
2024-01-04,02,136,대흥동 주민센터,정기,F,20대,1,16.63,0.16,700,3
2024-01-04,02,210,IFC몰,정기,F,20대,1,47.52,0.7,3000,17
2024-01-04,02,416,상암월드컵파크 1단지 교차로,정기,F,20대,1,41.44,0.37,1610,6
2024-01-04,02,500,어린이대공원역 3번출구 앞,정기,F,40대,1,31.05,0.26,1120,6
2024-01-04,02,108,서교동 사거리,정기,M,20대,1,131.16,0.96,4140,25
2024-01-04,02,324,신세계백화점 본점 앞,정기,M,20대,1,68.88,0.57,2450,13
2024-01-04,02,346,맥스타일 앞,정기,M,20대,1,54.2,0.55,2360,11
2024-01-04,02,374,청구역 2번출구 앞,정기,M,20대,1,73.38,0.51,2180,42
2024-01-04,02,382,약수역 10번출구 앞,정기,M,20대,1,72.77,0.57,2450,11
2024-01-04,02,119,서강나루 공원,정기,M,20대,1,93.42,0.78,3370,20
2024-01-04,02,521,왕십리역 11번 출구 앞,정기,M,20대,1,7.72,0.07,300,13
2024-01-04,02,635,시조사 앞 (청량고정문 옆),정기,M,20대,1,62.01,0.4,1740,9
2024-01-04,02,266,영등포청과시장 사거리,정기,M,20대,1,50.17,0.42,1810,15
2024-01-04,02,819,선린인터넷 고등학교,정기,M,20대,1,175.82,1.03,4440,35
2024-01-04,02,822,이촌1동 마을공원,정기,M,20대,1,158.46,1.19,5130,22
2024-01-04,02,216,삼부아파트1동 앞,정기,M,20대,1,21.36,0.13,580,6
2024-01-04,02,329,청계2가 사거리 옆,정기,M,30대,1,92.15,0.83,3580,15
2024-01-04,02,114,홍대입구역 8번출구 앞,정기,M,30대,1,51.74,0.47,2010,8
2024-01-04,02,169,북가좌 삼거리,정기,M,30대,1,100.39,0.9,3900,24
2024-01-04,02,247,당산역 10번출구 앞,정기,M,30대,1,30.49,0.26,1100,5
2024-01-04,02,900,은평예술회관,정기,M,30대,1,19.96,0.15,630,3
2024-01-04,02,509,이마트 버스정류소 옆,정기,M,40대,1,47.96,0.4,1730,8
2024-01-04,02,116,일진아이윌아파트 옆,정기,M,40대,1,176.77,1.73,7440,42
2024-01-04,02,347,동대문역사문화공원역 9번출구 앞,정기,M,40대,1,103.85,0.69,2980,15
2024-01-04,02,621,동대문중학교 옆,정기,M,40대,1,40.93,0.37,1590,8
2024-01-04,02,912,응암오거리,정기,M,40대,1,40.67,0.37,1580,7
2024-01-04,02,925,불광역 2번출구,정기,M,40대,1,49.06,0.41,1770,11
2024-01-04,02,103,망원역 2번출구 앞,정기,M,40대,1,21.21,0.2,850,7
2024-01-04,02,203,국회의사당역 3번출구 옆,정기,M,40대,1,187.04,1.71,7380,31
2024-01-04,02,111,상수역 2번출구 앞,정기,M,50대,1,43.5,0.39,1690,7
2024-01-04,02,171,임광빌딩 앞,정기,M,50대,1,143.26,1.1,4760,31
2024-01-04,02,559,왕십리역 4번 출구 건너편,정기,M,50대,1,70.13,0.59,2530,13
2024-01-04,02,906,연신내역 5번출구150M 아래,정기,M,50대,1,38.73,0.38,1630,7
2024-01-04,02,102,망원역 1번출구 앞,일일(회원),F,20대,1,168.85,1.52,6560,38
2024-01-04,02,132,창천문화공원,일일(회원),F,30대,1,49.68,0.45,1930,23
2024-01-04,02,339,종로4가 사거리,일일(회원),M,20대,1,353.55,2.3,9920,52
2024-01-04,02,144,공덕역 8번출구,일일(회원),M,20대,1,238.49,1.86,8030,38
2024-01-04,02,361,동묘앞역 1번출구 뒤,일일(회원),M,30대,1,195.62,1.51,6500,29
2024-01-04,02,169,북가좌 삼거리,일일(회원),M,30대,1,110.94,0.96,4120,18
2024-01-04,03,115,사루비아 빌딩 앞,정기,F,20대,1,79.4,0.93,4010,21
2024-01-04,03,378,청계7가 사거리,정기,F,20대,1,21.11,0.19,820,3
2024-01-04,03,383,신당역 12번 출구 뒤,정기,F,20대,1,19.98,0.2,870,10
2024-01-04,03,142,아현역 4번출구 앞,정기,F,70대~,1,48.23,0.4,1740,4
2024-01-04,03,514,성수사거리 버스정류장 앞,정기,M,20대,1,38.25,0.37,1610,6
2024-01-04,03,322,명동성당 앞,정기,M,20대,1,135.38,1.07,4620,21
2024-01-04,03,153,성산2교 사거리,정기,M,20대,1,151.09,1.36,5870,27
2024-01-04,03,125,서강대 남문 옆,정기,M,20대,1,13.19,0.11,490,2
2024-01-04,03,617,청솔우성아파트 앞,정기,M,20대,1,27.74,0.26,1130,5
2024-01-04,03,816,신용산역 6번출구 앞,정기,M,20대,1,75.56,0.47,2030,13
2024-01-04,03,521,왕십리역 11번 출구 앞,정기,M,30대,1,134.24,0.79,3390,21
2024-01-04,03,710,서부화물트럭터미널 사거리,정기,M,30대,1,69.6,0.65,2790,10
2024-01-04,03,811,녹사평역1번출구,정기,M,30대,1,91.22,0.63,2710,11
2024-01-04,03,183,하늘채코오롱아파트 건너편,정기,M,30대,1,70.01,0.63,2720,15
2024-01-04,03,567,성수역 2번출구 앞,정기,M,30대,1,19.82,0.18,770,3
2024-01-04,03,201,진미파라곤 앞,정기,M,30대,1,114.29,1.03,4440,23
2024-01-04,03,106,합정역 7번출구 앞,정기,M,30대,1,117.89,1.06,4580,21
2024-01-04,03,347,동대문역사문화공원역 9번출구 앞,정기,M,40대,1,53.13,0.4,1720,9
2024-01-04,03,520,상왕십리역 4번 출구 앞,정기,M,40대,1,133.02,1.03,4420,16
2024-01-04,03,712,강월초교입구 사거리,정기,M,40대,1,205.6,1.51,6490,45
2024-01-04,03,585,성수2가1동 공영주차장 인근,정기,M,40대,1,44.67,0.33,1410,9
2024-01-04,03,104,합정역 1번출구 앞,정기,M,40대,1,164.74,1.48,6400,26
2024-01-04,03,514,성수사거리 버스정류장 앞,정기,M,50대,1,33.46,0.3,1300,6
2024-01-04,03,142,아현역 4번출구 앞,정기,M,50대,1,19.4,0.16,700,5
2024-01-04,03,252,보라매역4번출구,정기,M,50대,1,22.28,0.17,750,4
2024-01-04,03,623,서울시립대 정문 앞,정기,M,50대,1,24.65,0.19,830,3
2024-01-04,03,816,신용산역 6번출구 앞,정기,M,50대,1,65.12,0.59,2530,17
2024-01-04,03,104,합정역 1번출구 앞,정기,M,50대,1,167.21,1.31,5630,28
2024-01-04,03,346,맥스타일 앞,일일(회원),F,20대,1,78.67,1.1,4730,34
2024-01-04,03,413,상암월드컵파크 3단지 후문,일일(회원),F,20대,1,75.42,0.68,2930,12
2024-01-04,03,346,맥스타일 앞,일일(회원),F,30대,1,118.66,1.07,4610,34
2024-01-04,03,506,금호 어울림 아파트 앞,일일(회원),M,20대,1,172.5,1.12,4840,25
2024-01-04,03,112,극동방송국 앞,일일(회원),M,20대,1,96.78,0.87,3760,31
2024-01-04,03,703,오목교역 7번출구 앞,일일(회원),M,20대,1,68.21,0.69,2970,24
2024-01-04,03,230,영등포구청역 1번출구,일일(회원),M,20대,1,61.12,0.57,2450,17
2024-01-04,03,819,선린인터넷 고등학교,일일(회원),M,20대,1,53.8,0.48,2090,10
2024-01-04,03,204,국회의사당역 5번출구 옆,일일(회원),M,20대,1,548.54,4.53,19510,246
2024-01-04,03,107,신한은행 서교동금융센터점 앞,일일(회원),M,20대,1,69.14,0.45,1940,8
2024-01-04,03,132,창천문화공원,일일(회원),M,30대,1,49.94,0.45,1940,10
2024-01-04,03,926,불광역 8번출구,일일(회원),M,40대,1,160.36,1.45,6230,34
2024-01-04,03,500,어린이대공원역 3번출구 앞,일일(회원),M,40대,1,93.56,0.73,3150,13
2024-01-04,03,112,극동방송국 앞,일일(비회원),M,20대,1,97.55,0.88,3790,30
2024-01-04,03,142,아현역 4번출구 앞,일일(비회원),M,20대,1,189.19,1.71,7350,31
2024-01-04,04,347,동대문역사문화공원역 9번출구 앞,정기,F,50대,1,88.15,0.86,3710,15
2024-01-04,04,549,아차산역 3번출구,정기,M,20대,1,49.67,0.45,1960,8
2024-01-04,04,811,녹사평역1번출구,정기,M,20대,1,76.74,0.75,3230,12
2024-01-04,04,134,연세로 명물길,정기,M,20대,1,31.78,0.25,1070,6
2024-01-04,04,573,구의문주차장 앞,정기,M,20대,1,40.55,0.31,1330,5
2024-01-04,04,137,NH농협 신촌지점 앞,정기,M,20대,1,35.34,0.28,1190,3
2024-01-04,04,265,영등포유통상가 사거리,정기,M,20대,1,105.34,0.62,2660,17
2024-01-04,04,421,마포구청 앞,정기,M,20대,1,26.87,0.18,780,4
2024-01-04,04,418,월드컵경기장역 3번출구 옆,정기,M,20대,1,26.53,0.18,770,4
2024-01-04,04,516,광진메디칼 앞,정기,M,30대,1,13.07,0.13,550,2
2024-01-04,04,318,광교사거리 남측,정기,M,30대,1,55.29,0.42,1790,10
2024-01-04,04,363,신설동역 11번출구 뒤,정기,M,30대,1,158.88,1.1,4720,38
2024-01-04,04,144,공덕역 8번출구,정기,M,30대,1,58.43,0.53,2270,17
2024-01-04,04,613,신설동역 10번출구 앞,정기,M,30대,1,29.58,0.19,830,3
2024-01-04,04,571,어린이대공원역6번출구,정기,M,30대,1,45.86,0.45,1930,8
2024-01-04,04,816,신용산역 6번출구 앞,정기,M,30대,1,56.31,0.37,1580,9
2024-01-04,04,311,서울광장 옆,정기,M,40대,1,97.3,0.63,2730,16
2024-01-04,04,362,청계8가 사거리,정기,M,40대,1,25.25,0.17,750,3
2024-01-04,04,166,가재울 초등학교,정기,M,40대,1,22.87,0.17,750,2
2024-01-04,04,243,이앤씨드림타워 앞,정기,M,40대,1,105.49,0.77,3330,17
2024-01-04,04,562,군자지하보도 앞,정기,M,50대,1,96.53,0.87,3750,11
2024-01-04,04,223,진주아파트상가 앞,정기,M,60대,1,71.66,0.54,2320,11
2024-01-04,04,179,가좌역 4번출구 앞,일일(회원),M,20대,2,107.78,0.92,3990,46
2024-01-04,04,630,동대문구 보건소,일일(회원),M,20대,1,8.76,0.08,330,2
2024-01-04,04,107,신한은행 서교동금융센터점 앞,일일(회원),M,20대,2,416.82,3.57,15360,78
2024-01-04,04,613,신설동역 10번출구 앞,일일(비회원),M,20대,1,145.69,1.31,5660,31
2024-01-04,05,540,군자역 7번출구 베스트샵 앞,정기,F,20대,1,31.78,0.27,1180,4
2024-01-04,05,244,영등포삼환아파트 앞,정기,F,20대,1,19.4,0.23,980,4
